name,specialtylabel
Cytomegalovirus infectious disease,infectious diseases
obsolete Cytomegalovirus infectious disease,infectious diseases
Salivary gland virus disease,infectious diseases
Intramural calcification of gallbladder,hepatology
verruca,infectious diseases
verruca plantaris,infectious diseases
intestinal capillariasis,infectious diseases
Milker's nodule,infectious diseases
cytomegaloviral disease,infectious diseases
porcelain gallbladder,hepatology
plantar wart,infectious diseases
intestinal capillariasis,infectious diseases
Hand–Schüller–Christian disease,hematology
selective IgG deficiency disease,hematology
Chronic multifocal Langerhans cell histiocytosis,hematology
Classic Multifocal Langerhans Cell Histiocytosis,hematology
Hand-Schuller-Christian Disease,hematology
Hand-Schüller-Christian Disease,hematology
Multifocal eosinophilic granuloma,hematology
Multifocal Unisystem Langerhans Cell Histiocytosis,hematology
IgG Deficiency,hematology
Immunoglobin G subclass deficiency,hematology
Selective deficiency of IgG,hematology
Selective IgG Immunodeficiency,hematology
Selective immunoglobulin G deficiency,hematology
Selective immunoglobulin G deficiency (disorder),hematology
Selective Immunoglobulin G Subclass deficiency,hematology
Sagittal Synostosis,medical genetics
Scaphycephaly,medical genetics
SMS,medical genetics
17p11.2 microdeletion syndrome,medical genetics
chromosome 17p11.2 deletion syndrome,medical genetics
Smith Magenis syndrome,medical genetics
Smith-Magenis Chromosome Region,medical genetics
SMITH-MAGENIS SYNDROME,medical genetics
SMITH-MAGENIS SYNDROME; SMS,medical genetics
Smith-Magenis syndrome,medical genetics
orthostatic proteinuria,urology
Tight hymenal ring,urology
uraemia,urology
UREMIA OF renal ORIGIN,urology
cholic,urology
Renal Tumors,urology
Kidney Neoplasm,urology
kidney neoplasm (disease),urology
kidney neoplasms,urology
kidney tumor,urology
kidney tumour,urology
neoplasm of kidney,urology
Neoplasm of the Kidney,urology
Renal Neoplasm,urology
renal tumor,urology
Renal Tumor,urology
renal tumour,urology
tumor of kidney,urology
Tumor of the Kidney,urology
Postural albuminuria,urology
Oligomenorrhea,gynaecology
oligomenorrhoea,gynaecology
intestinal capillariasis,helminthology
cholic,gastroenterology
Congenital chylous ascites,gastroenterology
"ASCITES, CHYLOUS",gastroenterology
intestinal neoplasms,gastroenterology
intestinal capillariasis,helminthology
colic,gastroenterology
chylous ascites,gastroenterology
intestinal neoplasm,gastroenterology
Congenital pulmonary venous return anomaly,medical genetics
medullary cystic kidney disease,medical genetics
neurofibromatosis type II,medical genetics
hereditary multiple exostoses,medical genetics
iron overload,medical genetics
Patella bipartita,medical genetics
scaphocephaly,medical genetics
Haff disease,emergency medicine
Acrodynia,emergency medicine
uremia,urology
colic,urology
kidney neoplasm,urology
Asymptomatic inflammatory prostatitis,urology
Kienbock's disease,orthopedic surgery
chilblains,family medicine
colic,pediatrics
bare lymphocyte syndrome 2,pediatrics
Infantile acrodynia,emergency medicine
Erythroedema polyneuritis,emergency medicine
Feer disease,emergency medicine
Infantile mercury intoxication,emergency medicine
Pink disease,emergency medicine
Swift disease,emergency medicine
Swift-Feer disease,emergency medicine
marijuana abuse,psychiatry
symptom-depleted schizophrenia,psychiatry
negativistic personality disorder,psychiatry
passive aggressive personality disorder,psychiatry
Passive-aggressive personality,psychiatry
passive-aggressive personality disorder,psychiatry
Anomalous pulmonary venous connection,medical genetics
Congenital pulmonary venous connection anomaly,medical genetics
MCKD2,medical genetics
MEDULLARY CYSTIC KIDNEY DISEASE 2,medical genetics
"Medullary Cystic Kidney Disease 2, Autosomal Dominant",medical genetics
MEDULLARY CYSTIC KIDNEY DISEASE 2; MCKD2,medical genetics
Medullary Cystic Kidney Disease type 2,medical genetics
Medullary Cystic Kidney Disease Type II,medical genetics
ACN,medical genetics
NF2,medical genetics
neurofibromatosis 2,medical genetics
neurofibromatosis type 2,medical genetics
BANF,medical genetics
bilateral acoustic neurinoma,medical genetics
bilateral acoustic neurofibromatosis,medical genetics
bilateral acoustic schwannomas,medical genetics
central neurofibromatosis,medical genetics
familial acoustic neuromas,medical genetics
neurofibromatosis-2,medical genetics
Hereditary multiple exostosis,medical genetics
HMO,medical genetics
Hereditary multiple exostoses,medical genetics
Bessel-Hagen disease,medical genetics
"exostoses, multiple",medical genetics
hereditary multiple exostoses 1,medical genetics
hereditary multiple exostoses 2,medical genetics
hereditary multiple exostoses 3,medical genetics
Multiple cartilaginous exostoses,medical genetics
Multiple congenital exostosis,medical genetics
Multiple exostoses,medical genetics
Multiple exostosis syndromes,medical genetics
multiple ostechondromas,medical genetics
Osteochondromatosis syndrome,medical genetics
Osteochondromatosis syndrome (disorder) [Ambiguous],medical genetics
hereditary haemochromatosis,medical genetics
iron overload (disorder),medical genetics
obsolete iron overload,medical genetics
Bifid patella,medical genetics
Bipartite kneecap,medical genetics
cholic,pediatrics
bare lymphocyte syndrome type II,pediatrics
Bare lymphocyte syndrome type II,pediatrics
BLS2,pediatrics
BLSII,pediatrics
MHC class II deficiency,pediatrics
SCID due to absent class II HLA antigens,pediatrics
SCID due to absent class II HLA antigens (disorder),pediatrics
Lunatomalacia,orthopedic surgery
Aseptic necrosis of the lunate bone,orthopedic surgery
Osteochondritis of the lunate bone,orthopedic surgery
Osteochondrosis of the lunate bone,orthopedic surgery
pernio,family medicine
perniosis,family medicine
aberrations of the eye,ophthalmology
intraocular hemorrhage,ophthalmology
iridocorneal endothelial syndrome,ophthalmology
corneal wavefront aberration,ophthalmology
cannabis abuse,psychiatry
pseudopsychopathic schizophrenia,psychiatry
symptom-depleted schizophrenia,psychiatry
passive–aggressive personality disorder,psychiatry
paranoial schizophrenia,psychiatry
hypochondriacal schizophrenia,psychiatry
passive–aggressive personality disorder,psychology
negativistic personality disorder,psychology
passive aggressive personality disorder,psychology
Passive-aggressive personality,psychology
passive-aggressive personality disorder,psychology
Hutchinson's melanotic freckle,oncology
Thyroid Gland Neoplasm,oncology
thyroid neoplasms,oncology
Renal Tumors,oncology
Kidney Neoplasm,oncology
kidney neoplasm (disease),oncology
kidney neoplasms,oncology
kidney tumor,oncology
kidney tumour,oncology
neoplasm of kidney,oncology
Neoplasm of the Kidney,oncology
Renal Neoplasm,oncology
renal tumor,oncology
Renal Tumor,oncology
renal tumour,oncology
tumor of kidney,oncology
Tumor of the Kidney,oncology
lung neoplasms,oncology
lung tumor,oncology
intestinal neoplasms,oncology
Melanotic neuroectodermal tumor of infancy,oncology
Infantile Melanotic neuroectodermal neoplasm,oncology
Melanotic neuroectodermal tumor,oncology
Melanotic neuroectodermal tumor (morphologic abnormality),oncology
Melanotic neuroectodermal tumor of infancy (morphologic abnormality),oncology
Melanotic Progonoma,oncology
MNTI,oncology
Pigmented Neuroectodermal Tumor,oncology
Pigmented neuroectodermal tumour of infancy,oncology
Retinal Anlage Neoplasm,oncology
intraepidermal nevus,oncology
Junctional melanocytic nevus of skin (disorder),oncology
Junctional nevus (morphologic abnormality),oncology
Junctional nevus of the skin,oncology
obsolete intraepidermal nevus,oncology
Benign Pinealoma,oncology
Pinealocytoma,oncology
pineocytoma,oncology
Pineocytoma,oncology
Pineocytoma (WHO Grade I),oncology
"PINEOCYTOMA, BENIGN",oncology
Lentigo maligna,oncology
thyroid neoplasm,oncology
kidney neoplasm,oncology
lung neoplasm,oncology
intestinal neoplasm,oncology
melanotic neuroectodermal tumor,oncology
Junctional nevus,oncology
Pineocytoma,oncology
VPC,cardiology
PVC,cardiology
ventricular premature complex,cardiology
ventricular premature contraction,cardiology
ventricular premature depolarization,cardiology
Cardiac Edemas,cardiology
coronary microvascular disease,cardiology
premature ventricular contraction,cardiology
Bilharzial cor pulmonale,cardiology
Cardiac Edema,cardiology
microvascular angina,cardiology
"Lipid Metabolism, Inborn Errors",endocrinology
DCBXA,endocrinology
DICARBOXYLIC AMINOACIDURIA,endocrinology
DICARBOXYLIC AMINOACIDURIA; DCBXA,endocrinology
Dicarboxylicaminoaciduria,endocrinology
glutamate-aspartate transport defect,endocrinology
bare lymphocyte syndrome type II,endocrinology
Bare lymphocyte syndrome type II,endocrinology
BLS2,endocrinology
BLSII,endocrinology
MHC class II deficiency,endocrinology
SCID due to absent class II HLA antigens,endocrinology
SCID due to absent class II HLA antigens (disorder),endocrinology
Iron depletion without anaemia,endocrinology
hereditary central nervous system demyelinating disease,endocrinology
obsolete hereditary central nervous system demyelinating disease,endocrinology
Isolated glycerol kinase deficiency,endocrinology
inborn error of lipid metabolism,endocrinology
dicarboxylic aminoaciduria,endocrinology
bare lymphocyte syndrome 2,endocrinology
latent iron deficiency,endocrinology
progestin-induced virilisation,endocrinology
Mild androgen insensitivity syndrome,endocrinology
Hereditary CNS demyelinating disease,endocrinology
Hyperglycerolemia,endocrinology
toxic optic neuropathy,neurology
hypomyelinating leukodystrophy 11,neurology
hypomyelinating leukodystrophy 5,neurology
hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism,neurology
idiopathic normal pressure hydrocephalus,neurology
autosomal dominant optic atrophy,neurology
fetal death,obstetrics and gynaecology
torsion dystonia 2,neurology
dystonia 12,neurology
juvenile onset Parkinson disease 19A,neurology
Toxic optic neuropathy (disorder),neurology
Toxic optic neuropathy [Ambiguous],neurology
HLD11,neurology
hypomyelinating leukodystrophy type 11,neurology
"LEUKODYSTROPHY, HYPOMYELINATING, 11",neurology
"LEUKODYSTROPHY, HYPOMYELINATING, 11; HLD11",neurology
"Leukodystrophy, Hypomyelinating, type 11",neurology
HLD5,neurology
hypomyelinating leukodystrophy type 5,neurology
Hypomyelination and congenital cataract,neurology
Hypomyelination and Congenital Cataract: Hcc,neurology
hypomyelination-congenital cataract syndrome,neurology
"LEUKODYSTROPHY, HYPOMYELINATING, 5",neurology
"LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5",neurology
"Leukodystrophy, Hypomyelinating, type 5",neurology
Hypomyelination-congenital cataract syndrome,neurology
TACH syndrome,neurology
tremor-ataxia-central hypomyelination syndrome,neurology
HLD7,neurology
ataxia-delayed dentition-hypomyelination syndrome; odontoleukodystrophy,neurology
dentoleukoencephalopathy,neurology
hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,neurology
leukodystrophy with oligodontia,neurology
leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome,neurology
INPH,neurology
DOA,neurology
ADOA,neurology
"optic atrophy, autosomal dominant",neurology
DYT2,neurology
autosomal recessive torsion dystonia 2,neurology
"DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE",neurology
"DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE; DYT2",neurology
Dystonia Musculorum Deformans 2,neurology
"Primary dystonia, DYT2 type",neurology
torsion dystonia type 2,neurology
Rapid-onset dystonia-parkinsonism,neurology
DYT12,neurology
Dystonia 12,neurology
DYSTONIA 12; DYT12,neurology
Dystonia type 12,neurology
"Dystonia-Parkinsonism, Rapid-Onset",neurology
DYT-ATP1A3,neurology
PARK19,neurology
juvenile onset Parkinson disease type 19A,neurology
juvenile onset Parkinson's disease 19A,neurology
"PARKINSON DISEASE 19, JUVENILE-ONSET; PARK19",neurology
Parkinson's disease 19A,neurology
Çala,veterinary medicine
Peritoneal Fibrosis,gastroenterology
"SEP, abdominal cocoon syndrome",gastroenterology
sclerosing encapsulating peritonitis,gastroenterology
Lentigo maligna,dermatology
Hot tub folliculitis,dermatology
atrophodermia vermiculata,dermatology
Hereditary sclerosing poikiloderma,dermatology
Periorbital hyperpigmentation,dermatology
Acquired idiopathic generalized anhidrosis,dermatology
Hutchinson's melanotic freckle,dermatology
atrophoderma vermiculata,dermatology
"POIKILODERMA, HEREDITARY SCLEROSING",dermatology
dark eye circles,dermatology
Periorbital hyperchromia,dermatology
macular degeneration of retina,ophthalmology
age related macular degeneration,ophthalmology
age-related macular degeneration,ophthalmology
DOA,ophthalmology
ADOA,ophthalmology
"optic atrophy, autosomal dominant",ophthalmology
Hormone-sensitive cancer,oncology
Adenoacanthoma,oncology
autosomal dominant optic atrophy,endocrinology
macular degeneration,ophthalmology
autosomal dominant optic atrophy,ophthalmology
familial cold autoinflammatory syndrome 3,dermatology
DOA,endocrinology
ADOA,endocrinology
"optic atrophy, autosomal dominant",endocrinology
vestibular disease,otolaryngology
FCAS3,dermatology
PLAID,dermatology
"Antibody Deficiency and Immune Dysregulation, Plcg2-Associated",dermatology
FACU,dermatology
Familial Atypical Cold Urticaria,dermatology
FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3,dermatology
FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3; FCAS3,dermatology
familial cold autoinflammatory syndrome type 3,dermatology
Familial cold urticaria with common variable immunodeficiency,dermatology
PLAID syndrome,dermatology
PLCG2-associated antibody deficiency and immune dysregulation,dermatology
disease of vestibular system,otolaryngology
"disorder of vestibular function, unspecified",otolaryngology
"disorder of vestibular function, unspecified (disorder)",otolaryngology
disorder of vestibular system,otolaryngology
"Vertigo, vestibular disorder",otolaryngology
"Vestibular disorder, NOS",otolaryngology
vestibular dysfunction,otolaryngology
vestibular system disease,otolaryngology
Vestibulopathy,otolaryngology
gonococcal infectious diseases,infectious diseases
failure of eruption of teeth,oral and maxillofacial surgery
intra-abdominal abscess,infectious diseases
PFE,oral and maxillofacial surgery
Dental Noneruption,oral and maxillofacial surgery
"FAILURE OF TOOTH ERUPTION, PRIMARY",oral and maxillofacial surgery
"FAILURE OF TOOTH ERUPTION, PRIMARY; PFE",oral and maxillofacial surgery
"Posterior Openbite Malocclusion, Familial",oral and maxillofacial surgery
"Primary Failure of Eruption, Nonsyndromic",oral and maxillofacial surgery
primary failure of tooth eruption,oral and maxillofacial surgery
Primary retention of teeth,oral and maxillofacial surgery
Unerupted Second Primary Molar,oral and maxillofacial surgery
abdominal abscess,infectious diseases
primary ciliary dyskinesia 21,medical genetics
primary ciliary dyskinesia 29,medical genetics
primary ciliary dyskinesia 11,medical genetics
primary ciliary dyskinesia 28,medical genetics
primary ciliary dyskinesia 8,medical genetics
primary ciliary dyskinesia 2,medical genetics
primary ciliary dyskinesia 24,medical genetics
"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3",medical genetics
isolated microphthalmia 1,medical genetics
cerebro-costo-mandibular syndrome,medical genetics
autosomal dominant optic atrophy,medical genetics
complex cortical dysplasia with other brain malformations 1,medical genetics
osteoporosis-pseudoglioma syndrome,medical genetics
microphthalmia with limb anomalies,medical genetics
Calcaneal spur,rheumatology
calcaneus exostosis,rheumatology
heel spur,rheumatology
Tarsal Fusion,rheumatology
UCTD,rheumatology
Undifferentiated Connective Tissue Disease,rheumatology
undifferentiated connective tissue syndrome,rheumatology
Undifferentiated Connective Tissue Diseases,rheumatology
lung neoplasms,pulmonology
lung tumor,pulmonology
P,pulmonology
PCP,pulmonology
Pneumocystis carinii pneumonia,pulmonology
Pneumocystis jirovecii pneumonia,pulmonology
Pneumocystis jiroveci pneumonia,pulmonology
urothorax,pulmonology
lung neoplasm,pulmonology
pneumocystis pneumonia,pulmonology
urinothorax,pulmonology
osteochondritis,rheumatology
calcaneal spur,rheumatology
tarsal coalition,rheumatology
undifferentiated connective tissue disease,rheumatology
CILD21,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 21",medical genetics
"Ciliary Dyskinesia, Primary, 21, Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 21; CILD21",medical genetics
"Ciliary Dyskinesia, Primary, type 21",medical genetics
primary ciliary dyskinesia 21 without situs inversus,medical genetics
primary ciliary dyskinesia type 21,medical genetics
CILD29,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 29",medical genetics
"Ciliary Dyskinesia, Primary, 29, Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 29; CILD29",medical genetics
"Ciliary Dyskinesia, Primary, type 29",medical genetics
primary ciliary dyskinesia 29 without situs inversus,medical genetics
primary ciliary dyskinesia type 29,medical genetics
CILD11,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 11",medical genetics
"Ciliary Dyskinesia, Primary, 11, Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 11; CILD11",medical genetics
"Ciliary Dyskinesia, Primary, type 11",medical genetics
primary ciliary dyskinesia 11 without situs inversus,medical genetics
primary ciliary dyskinesia type 11,medical genetics
CILD28,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 28",medical genetics
"Ciliary Dyskinesia, Primary, 28, With or Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 28; CILD28",medical genetics
"Ciliary Dyskinesia, Primary, type 28",medical genetics
primary ciliary dyskinesia 28 with or without situs inversus,medical genetics
primary ciliary dyskinesia type 28,medical genetics
CILD8,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 8",medical genetics
"Ciliary Dyskinesia, Primary, 8, With or Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 8; CILD8",medical genetics
primary ciliary dyskinesia 8 with or without situs inversus,medical genetics
primary ciliary dyskinesia type 8,medical genetics
CILD2,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 2",medical genetics
"Ciliary Dyskinesia, Primary, 2, With or Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 2; CILD2",medical genetics
"Ciliary Dyskinesia, Primary, type 2",medical genetics
primary ciliary dyskinesia 2 with or without situs inversus,medical genetics
primary ciliary dyskinesia type 2,medical genetics
CILD24,medical genetics
"CILIARY DYSKINESIA, PRIMARY, 24",medical genetics
"Ciliary Dyskinesia, Primary, 24, Without Situs Inversus",medical genetics
"CILIARY DYSKINESIA, PRIMARY, 24; CILD24",medical genetics
"Ciliary Dyskinesia, Primary, type 24",medical genetics
primary ciliary dyskinesia 24 without situs inversus,medical genetics
primary ciliary dyskinesia type 24,medical genetics
EEC3,medical genetics
EEC syndrome 3,medical genetics
MCOP1,medical genetics
CCMS,medical genetics
CCM syndrome,medical genetics
cerebro-costo-mandibular syndrome,medical genetics
cerebrocostomandibular syndrome,medical genetics
CEREBROCOSTOMANDIBULAR SYNDROME,medical genetics
"cerebrocostomandibular syndrome, rib gap defects with micrognathia, CCMS",medical genetics
CEREBROCOSTOMANDIBULAR SYNDROME; CCMS,medical genetics
rib gap defects with micrognathia,medical genetics
Rib Gap Defects With Micrognathia,medical genetics
DOA,medical genetics
ADOA,medical genetics
"optic atrophy, autosomal dominant",medical genetics
CDCBM1,medical genetics
cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation,medical genetics
Ops,medical genetics
ocular form of osteogenesis imperfecta,medical genetics
OPPG,medical genetics
Osteogenesis imperfecta ocular form,medical genetics
"Osteogenesis Imperfecta, Ocular Form",medical genetics
Osteoporosis pseudoglioma syndrome,medical genetics
OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME,medical genetics
OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME; OPPG,medical genetics
Pseudoglioma with bone fragility,medical genetics
Osteoporosis-pseudoglioma syndrome,medical genetics
MLA,medical genetics
OAS,medical genetics
Anophthalmia-Syndactyly,medical genetics
anophthalmia-syndactyly syndrome,medical genetics
MICROPHTHALMIA WITH LIMB ANOMALIES,medical genetics
MICROPHTHALMIA WITH LIMB ANOMALIES; MLA,medical genetics
ophthalmoacromelic syndrome,medical genetics
Waardenburg anophthalmia syndrome,medical genetics
tooth fracture,oral and maxillofacial surgery
tooth fractures,oral and maxillofacial surgery
Elephantiasis,angiology
Elephantiasis NOS,angiology
VPC,electrophysiology
PVC,electrophysiology
ventricular premature complex,electrophysiology
ventricular premature contraction,electrophysiology
ventricular premature depolarization,electrophysiology
premature ventricular contraction,electrophysiology
mycotoxicosis,medical toxicology
Subchorionic thrombohematoma,obstetrics
Puberty menorrhagia,obstetrics
Breus' mole,obstetrics
Lung TB,infectious diseases
Lung Tuberculosis,infectious diseases
Pulmonary TB,infectious diseases
P,infectious diseases
PCP,infectious diseases
Pneumocystis carinii pneumonia,infectious diseases
Pneumocystis jirovecii pneumonia,infectious diseases
Pneumocystis jiroveci pneumonia,infectious diseases
"Amebiases, Intestinal",infectious diseases
"Amebiasis, Intestinal",infectious diseases
Amebic Colitides,infectious diseases
Amebic Colitis,infectious diseases
Amebic Dysenteries,infectious diseases
amebic dysentery,infectious diseases
"Amoebiases, Intestinal",infectious diseases
"Amoebiasis, Intestinal",infectious diseases
Amoebic Colitides,infectious diseases
Amoebic Colitis,infectious diseases
Amoebic Dysenteries,infectious diseases
Amoebic Dysentery,infectious diseases
"Colitides, Amebic",infectious diseases
"Colitides, Amoebic",infectious diseases
"Colitis, Amebic",infectious diseases
"Colitis, Amoebic",infectious diseases
"Dysenteries, Amebic",infectious diseases
"Dysenteries, Amoebic",infectious diseases
"Dysentery, Amoebic",infectious diseases
Entamoeba histolytica dysentery,infectious diseases
"Entamoebiases, Intestinal",infectious diseases
"Entamoebiasis, Intestinal",infectious diseases
Intestinal Amebiases,infectious diseases
Intestinal Amebiasis,infectious diseases
Intestinal Amoebiases,infectious diseases
Intestinal Amoebiasis,infectious diseases
Intestinal Entamoebiases,infectious diseases
Intestinal Entamoebiasis,infectious diseases
infective psychotic disorder,infectious diseases
Borrelia infectious disease,infectious diseases
borreliosis,infectious diseases
"Borreliosis, NOS",infectious diseases
obsolete Borrelia infectious disease,infectious diseases
Bancroftian filariasis,infectious diseases
Infection by Wuchereria bancrofti (disorder),infectious diseases
Infection due to Wuchereria bancrofti,infectious diseases
obsolete Wuchereria bancrofti filariasis,infectious diseases
Wuchereria bancrofti infectious disease,infectious diseases
pulmonary tuberculosis,infectious diseases
pneumocystis pneumonia,infectious diseases
amoebic dysentery,infectious diseases
infective psychosis,infectious diseases
borreliosis,infectious diseases
Wuchereria bancrofti filariasis,infectious diseases
Serratia infection,infectious diseases
hemorrhagic smallpox,infectious diseases
Ideophrenia,psychiatry
apathy-aboulia syndrome,psychiatry
apathy abulia syndrome,psychiatry
apathy and aboulia,psychiatry
LMD,medical genetics
"Dyschondrosteosis, Homozygous",medical genetics
LANGER MESOMELIC DYSPLASIA,medical genetics
LANGER MESOMELIC DYSPLASIA; LMD,medical genetics
Langer Syndrome,medical genetics
Langer Type Mesomelic Dysplasia,medical genetics
"Mesomelic dwarfism of the hypoplastic ulna, fibula and mandible type",medical genetics
"Mesomelic Dwarfism of the Hypoplastic Ulna, Fibula, and Mandible Type",medical genetics
"Mesomelic dwarfism, Langer type",medical genetics
Radioulnar fusion,medical genetics
radioulnar synostosis (disease),medical genetics
Microgyria,medical genetics
type II achondrogenesis,medical genetics
hereditary central nervous system demyelinating disease,medical genetics
obsolete hereditary central nervous system demyelinating disease,medical genetics
CLSS,medical genetics
Cenani Syndactylism,medical genetics
Cenani syndactyly,medical genetics
Cenani-Lenz syndactyly,medical genetics
CENANI-LENZ SYNDACTYLY SYNDROME,medical genetics
CENANI-LENZ SYNDACTYLY SYNDROME; CLSS,medical genetics
Cenani-Lenz syndrome,medical genetics
syndactyly type 7,medical genetics
"Syndactyly, Type 7",medical genetics
Bilharzial cor pulmonale,medical parasitology
choristoma,pathology
Anotia,medical genetics
Unna–Thost disease,medical genetics
Langer mesomelic dysplasia,medical genetics
radioulnar synostosis,medical genetics
Microgyrus,medical genetics
achondrogenesis type II,medical genetics
Hereditary CNS demyelinating disease,medical genetics
Cenani-Lenz syndactyly syndrome,medical genetics
cervical agenesis,gynaecology
progestin-induced virilisation,gynaecology
Fractures of human teeth,oral and maxillofacial surgery
elephantiasis,angiology
naupathia,emergency medicine
pacemaker malfunction,emergency medicine
PAVM,cardiology
Pulmonary arteriovenous malformation,cardiology
Arteriovenous Fistula of Pulmonary Vessels,cardiology
pulmonary arteriovenous aneurysm,cardiology
pulmonary arteriovenous fistula,cardiology
pulmonary arteriovenous fistulae,cardiology
PULMONARY ARTERIOVENOUS FISTULAS,cardiology
Pulmonary AV Fistula,cardiology
aneurysm rapture,cardiology
"Aneurysm, Ruptured",cardiology
rupture of aneurysm,cardiology
ruptured berry aneurysm,cardiology
traumatic intracranial haemorrhage,cardiology
"Intracranial Hemorrhage, Traumatic",cardiology
traumatic subarachnoid haemorrhage,cardiology
traumatic brain stem haemorrhage,cardiology
pulmonary arteriovenous malformations,cardiology
ruptured aneurysm,cardiology
cerebrovascular trauma,cardiology
traumatic intracranial hemorrhage,cardiology
traumatic subarachnoid hemorrhage,cardiology
traumatic brain stem hemorrhage,cardiology
seasickness,emergency medicine
organ perforation,emergency medicine
Pacemaker failure,emergency medicine
Calcium channel blocker toxicity,emergency medicine
benzodiazepine abuse,narcology
Locked twins,obstetrics
benzodiazepine abuse,narcology
benzodiazepine misuse,narcology
vulvar neoplasm,obstetrics and gynaecology
urogenital trichomonas,obstetrics and gynaecology
urinary bladder fistula,obstetrics and gynaecology
prenatal injury,obstetrics and gynaecology
atypical squamous cells of the cervix,obstetrics and gynaecology
neurodegeneration with brain iron accumulation 4,neurology
neurodegeneration with brain iron accumulation 5,neurology
vulval neoplasm,obstetrics and gynaecology
mammalian vulva neoplasm (disease),obstetrics and gynaecology
mammalian vulva tumor,obstetrics and gynaecology
neoplasm of mammalian vulva,obstetrics and gynaecology
Neoplasm of the Vulva,obstetrics and gynaecology
Neoplasm of Vulva,obstetrics and gynaecology
tumor of mammalian vulva,obstetrics and gynaecology
Tumor of the Vulva,obstetrics and gynaecology
Tumor of Vulva,obstetrics and gynaecology
Vulva Neoplasm,obstetrics and gynaecology
Vulva Tumor,obstetrics and gynaecology
Vulvar Neoplasm,obstetrics and gynaecology
vulvar neoplasms,obstetrics and gynaecology
Vulvar tumor,obstetrics and gynaecology
vulvar tumors,obstetrics and gynaecology
Trichomonas vaginalis trichomoniasis,obstetrics and gynaecology
urinary bladder fistulae,obstetrics and gynaecology
urinary bladder fistulas,obstetrics and gynaecology
prenatal injuries,obstetrics and gynaecology
atypical squamous cells of the uterine cervix,obstetrics and gynaecology
NBIA4,neurology
Mitochondrial membrane protein-associated neurodegeneration,neurology
Mitochondrial Protein-Associated Neurodegeneration,neurology
MPAN,neurology
NBIA due to C19orf12 mutation,neurology
NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4,neurology
NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 4; NBIA4,neurology
Neurodegeneration with brain iron accumulation due to C19orf12 mutation,neurology
Neurodegeneration with brain iron accumulation type 4,neurology
NBIA5,neurology
Beta-Propeller Protein-Associated Neurodegeneration,neurology
BPAN,neurology
beta-propeller protein-associated neurodegeneration,neurology
NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,neurology
NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5; NBIA5,neurology
Neurodegeneration with brain iron accumulation type 5,neurology
SENDA,neurology
Static encephalopathy of childhood with neurdegeneration in adulthood,neurology
Static Encephalopathy of Childhood With Neurodegeneration 1N Adulthood,neurology
Static Encephalopathy Of Childhood With Neurodegeneration In Adulthood,neurology
emphysematous cystitis,infectious disease
Pilon fracture,orthopedic surgery
benzodiazepine abuse,addiction medicine
benzodiazepine abuse,addiction medicine
benzodiazepine misuse,addiction medicine
hereditary spastic paraplegia 41,neurology
hereditary spastic paraplegia 55,neurology
hereditary spastic paraplegia 5A,neurology
hemimegalencephaly,neurology
Non-progressive congenital ataxia,neurology
paroxysmal hemicrania,neurology
cingulate herniation,neurology
transtentorial herniation,neurology
hereditary optic atrophy,neurology
lingual nerve injury,neurology
maxillofacial injury,neurology
recurrent laryngeal nerve injury,neurology
orbital myositis,neurology
spastic paraparesis,neurology
cerebrovascular trauma,neurology
traumatic intracranial hemorrhage,neurology
traumatic subarachnoid hemorrhage,neurology
traumatic brain stem hemorrhage,neurology
SPG41,neurology
autosomal dominant spastic paraplegia 41,neurology
autosomal dominant spastic paraplegia type 41,neurology
hereditary spastic paraplegia type 41,neurology
"SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT",neurology
