Title;EID;DOI;DocumentType;Year;Disease;Category
Privacy-Preserving Classification Method for Neural-Biomarkers using Homomorphic Residue Number System CNN: HoRNS-CNN;2-s2.0-85129585688;10.1109/ICBATS54253.2022.9759007;Conference Paper;2022;dyslexia;pediatrics
Automated CAD System for Intermediate Uveitis Grading Using Optical Coherence Tomography Images;2-s2.0-85129575050;10.1109/ISBI52829.2022.9761532;Conference Paper;2022;uveitis;ophthalmology
Automated CAD System for Intermediate Uveitis Grading Using Optical Coherence Tomography Images;2-s2.0-85129575050;10.1109/ISBI52829.2022.9761532;Conference Paper;2022;Uveitis;ophthalmology
A Convolutional Neural Network for Artifacts Detection in EEG Data;2-s2.0-85129313239;10.1007/978-981-16-7618-5_1;Conference Paper;2022;neurological disorder;neurology
A Convolutional Neural Network for Artifacts Detection in EEG Data;2-s2.0-85129313239;10.1007/978-981-16-7618-5_1;Conference Paper;2022;seizure;epileptology
Semantic segmentation in medical images through transfused convolution and transformer networks;2-s2.0-85128816770;10.1007/s10489-022-03642-w;Article;2022;brain tumor;neurosurgery
Non-Invasive Early Diagnosis of Obstructive Lung Diseases Leveraging Machine Learning Algorithms;2-s2.0-85128692904;10.32604/cmc.2022.025840;Article;2022;bronchitis;pulmonology
Non-Invasive Early Diagnosis of Obstructive Lung Diseases Leveraging Machine Learning Algorithms;2-s2.0-85128692904;10.32604/cmc.2022.025840;Article;2022;obstructive lung disease;pulmonology
Deep Learning Model for Automatic Classification and Prediction of Brain Tumor;2-s2.0-85128691333;10.1155/2022/3065656;Article;2022;brain tumor;neurosurgery
Deep Learning Model for Automatic Classification and Prediction of Brain Tumor;2-s2.0-85128691333;10.1155/2022/3065656;Article;2022;seizure;epileptology
Automated Detection of Infection in Diabetic Foot Ulcer Images Using Convolutional Neural Network;2-s2.0-85128351136;10.1155/2022/2349849;Article;2022;diabetic foot;dermatology
Automated Detection of Infection in Diabetic Foot Ulcer Images Using Convolutional Neural Network;2-s2.0-85128351136;10.1155/2022/2349849;Article;2022;heart disease;cardiology
Efficient Medical Diagnosis of Human Heart Diseases Using Machine Learning Techniques with and Without GridSearchCV;2-s2.0-85128321201;10.1109/ACCESS.2022.3165792;Article;2022;cardiac disease;cardiology
Efficient Medical Diagnosis of Human Heart Diseases Using Machine Learning Techniques with and Without GridSearchCV;2-s2.0-85128321201;10.1109/ACCESS.2022.3165792;Article;2022;heart diseases;cardiology
Efficient Medical Diagnosis of Human Heart Diseases Using Machine Learning Techniques with and Without GridSearchCV;2-s2.0-85128321201;10.1109/ACCESS.2022.3165792;Article;2022;heart disease;cardiology
Bayesian Model for Detecting Influence Directionality of Heart Related Diseases with Application in Multimorbidity Understanding;2-s2.0-85127851969;10.1007/978-3-030-98741-1_62;Book Chapter;2022;heart diseases;cardiology
Bayesian Model for Detecting Influence Directionality of Heart Related Diseases with Application in Multimorbidity Understanding;2-s2.0-85127851969;10.1007/978-3-030-98741-1_62;Book Chapter;2022;heart disease;cardiology
A Machine Learning Model for Early Prediction and Detection of Sepsis in Intensive Care Unit Patients;2-s2.0-85127523554;10.1155/2022/9263391;Article;2022;sepsis;infectious diseases
Analyzing the Performance of Machine Learning Techniques in Disease Prediction;2-s2.0-85126514393;10.1155/2022/7529472;Article;2022;heart disease;cardiology
Early Prediction ofÂ ICU Admission Within COVID-19 Patients Using Machine Learning Techniques;2-s2.0-85126355740;10.1007/978-3-030-94191-8_41;Conference Paper;2022;hypertension;family medicine
Parkinsonâ€™s Disease Diagnosis Through Electroencephalographic Signal Processing and Sub-optimal Feature Extraction;2-s2.0-85126193052;10.1007/978-3-030-96293-7_12;Conference Paper;2022;neurological disorder;neurology
Design of Biodegradable Mg Alloy for Abdominal Aortic Aneurysm Repair (AAAR) Using ANFIS Regression Model;2-s2.0-85125733794;10.1109/ACCESS.2022.3155645;Article;2022;aneurysm;vascular surgery
A Two-Tier Framework Based on GoogLeNet and YOLOv3 Models for Tumor Detection in MRI;2-s2.0-85125701070;10.32604/cmc.2022.024103;Article;2022;brain tumors;neurosurgery
A Two-Tier Framework Based on GoogLeNet and YOLOv3 Models for Tumor Detection in MRI;2-s2.0-85125701070;10.32604/cmc.2022.024103;Article;2022;brain tumor;neurosurgery
Automated Cardioailment Identification and Prevention by Hybrid Machine Learning Models;2-s2.0-85125316052;10.1155/2022/9797844;Article;2022;heart disease;cardiology
Automated Cardioailment Identification and Prevention by Hybrid Machine Learning Models;2-s2.0-85125316052;10.1155/2022/9797844;Article;2022;discomfort;podiatry
Assessment of Machine Learning Classifiers for Heart Diseases Discovery;2-s2.0-85125222300;10.1007/978-3-030-95947-0_31;Conference Paper;2022;heart diseases;cardiology
Assessment of Machine Learning Classifiers for Heart Diseases Discovery;2-s2.0-85125222300;10.1007/978-3-030-95947-0_31;Conference Paper;2022;heart disease;cardiology
An integration of features for person identification based on the PQRST fragments of ECG signals;2-s2.0-85124716379;10.1007/s11760-022-02165-8;Article;2022;Arrhythmia;rhythmology
An integration of features for person identification based on the PQRST fragments of ECG signals;2-s2.0-85124716379;10.1007/s11760-022-02165-8;Article;2022;arrhythmia;rhythmology
Machine Learning Algorithms for COPD Patients Readmission Prediction: A Data Analytics Approach;2-s2.0-85124233695;10.1109/ACCESS.2022.3148600;Article;2022;chronic obstructive pulmonary disease;pulmonology
Improving Date Fruit Classification Using CycleGAN-Generated Dataset;2-s2.0-85124216897;10.32604/cmes.2022.016419;Article;2022;heart disease;cardiology
Mathematical Modelling of Quantum Kernel Method for Biomedical Data Analysis;2-s2.0-85122766136;10.32604/cmc.2022.024545;Article;2022;Arrhythmia;rhythmology
Mathematical Modelling of Quantum Kernel Method for Biomedical Data Analysis;2-s2.0-85122766136;10.32604/cmc.2022.024545;Article;2022;arrhythmia;rhythmology
Transfer Learning-based Computer-aided Diagnosis System for Predicting Grades of Diabetic Retinopathy;2-s2.0-85122743415;10.32604/cmc.2022.023670;Article;2022;aneurysm;vascular surgery
Heart disease patient risk classification based on neutrosophic sets;2-s2.0-85122729386;10.1504/IJBIDM.2022.119961;Article;2022;heart disease;cardiology
Hybrid Rough-Genetic Classification Model for IoT Heart Disease Monitoring System;2-s2.0-85115200148;10.1007/978-981-16-2275-5_27;Conference Paper;2022;heart disease;cardiology
Hybrid Model for Prediction of Treatment Response in Beta-thalassemia Patients with Hepatitis C Infection;2-s2.0-85115191579;10.1007/978-981-16-2275-5_37;Conference Paper;2022;beta-thalassemia;hematology
Hybrid Model for Prediction of Treatment Response in Beta-thalassemia Patients with Hepatitis C Infection;2-s2.0-85115191579;10.1007/978-981-16-2275-5_37;Conference Paper;2022;iron overload;medical genetics
Comparative Study of Machine Learning Models for Onset Sepsis Prediction;2-s2.0-85115151050;10.1007/978-981-16-2275-5_30;Conference Paper;2022;sepsis;infectious diseases
Sepsis Prediction Model in the Intensive Care Unit (ICU) Using Support Vector Machine (SVM);2-s2.0-85115148561;10.1007/978-981-16-2275-5_35;Conference Paper;2022;sepsis;infectious diseases
Breast Cancer Classification in IoT Framework;2-s2.0-85115121238;10.1007/978-981-16-2275-5_29;Conference Paper;2022;breast tumor;dermatology
Computer-aided diagnosis of human brain tumor through MRI: A survey and a new algorithm;2-s2.0-84899008824;10.1016/j.eswa.2014.01.021;Article;2014;brain tumor;neurosurgery
A review on a deep learning perspective in brain cancer classification;2-s2.0-85061909070;10.3390/cancers11010111;Review;2019;brain cancer;oncology
A review on a deep learning perspective in brain cancer classification;2-s2.0-85061909070;10.3390/cancers11010111;Review;2019;neurological disorder;neurology
Neural Network Based Brain Tumor Detection Using Wireless Infrared Imaging Sensor;2-s2.0-85060517425;10.1109/ACCESS.2018.2883957;Article;2019;brain tumors;neurosurgery
Neural Network Based Brain Tumor Detection Using Wireless Infrared Imaging Sensor;2-s2.0-85060517425;10.1109/ACCESS.2018.2883957;Article;2019;brain tumor;neurosurgery
Fully Automatic Brain Tumor Segmentation using End-To-End Incremental Deep Neural Networks in MRI images;2-s2.0-85054156079;10.1016/j.cmpb.2018.09.007;Article;2018;brain tumors;neurosurgery
Fully Automatic Brain Tumor Segmentation using End-To-End Incremental Deep Neural Networks in MRI images;2-s2.0-85054156079;10.1016/j.cmpb.2018.09.007;Article;2018;brain tumor;neurosurgery
Using artificial intelligence to read chest radiographs for tuberculosis detection: A multi-site evaluation of the diagnostic accuracy of three deep learning systems;2-s2.0-85073626563;10.1038/s41598-019-51503-3;Article;2019;pulmonary tuberculosis;infectious diseases
Ultrasound-based gestational-age estimation in late pregnancy;2-s2.0-85003604033;10.1002/uog.15894;Article;2016;late pregnancy;obstetrics and gynaecology
Feature Analysis of Coronary Artery Heart Disease Data Sets;2-s2.0-84953324317;10.1016/j.procs.2015.09.132;Conference Paper;2015;heart disease;cardiology
A review on brain tumor diagnosis from MRI images: Practical implications, key achievements, and lessons learned;2-s2.0-85067489010;10.1016/j.mri.2019.05.028;Review;2019;brain tumors;neurosurgery
A review on brain tumor diagnosis from MRI images: Practical implications, key achievements, and lessons learned;2-s2.0-85067489010;10.1016/j.mri.2019.05.028;Review;2019;brain tumor;neurosurgery
Machine Learning and Semantic Sentiment Analysis based Algorithms for Suicide Sentiment Prediction in Social Networks;2-s2.0-85033461596;10.1016/j.procs.2017.08.290;Conference Paper;2017;suicidal ideation;clinical psychology
Artificial intelligence and upper gastrointestinal endoscopy: Current status and future perspective;2-s2.0-85061563640;10.1111/den.13317;Review;2019;dysplasia;oncology
Automated Breast Cancer Diagnosis Based on Machine Learning Algorithms;2-s2.0-85075269111;10.1155/2019/4253641;Article;2019;breast tumor;dermatology
Utilizing IoT wearable medical device for heart disease prediction using higher order Boltzmann model: A classification approach;2-s2.0-85069801454;10.1016/j.measurement.2019.07.043;Article;2019;heart disease;cardiology
Machine Learning Approach-Based Gamma Distribution for Brain Tumor Detection and Data Sample Imbalance Analysis;2-s2.0-85056551029;10.1109/ACCESS.2018.2878276;Article;2019;brain tumors;neurosurgery
Machine Learning Approach-Based Gamma Distribution for Brain Tumor Detection and Data Sample Imbalance Analysis;2-s2.0-85056551029;10.1109/ACCESS.2018.2878276;Article;2019;brain tumor;neurosurgery
Multi-class breast cancer classification using deep learning convolutional neural network;2-s2.0-85049525200;10.14569/IJACSA.2018.090645;Article;2018;carcinoma;oncology
Multi-class breast cancer classification using deep learning convolutional neural network;2-s2.0-85049525200;10.14569/IJACSA.2018.090645;Article;2018;breast tumor;dermatology
FibroGENE: A gene-based model for staging liver fibrosis;2-s2.0-84954366506;10.1016/j.jhep.2015.11.008;Article;2016;cirrhosis;hepatology
FibroGENE: A gene-based model for staging liver fibrosis;2-s2.0-84954366506;10.1016/j.jhep.2015.11.008;Article;2016;chronic hepatitis;infectious diseases
The application of unsupervised clustering methods to Alzheimerâ€™s disease;2-s2.0-85068487040;10.3389/fncom.2019.00031;Review;2019;neurological disease;neurology
Point-of-care mobile digital microscopy and deep learning for the detection of soil-transmitted helminths and Schistosoma haematobium;2-s2.0-85028914171;10.1080/16549716.2017.1337325;Article;2017;Schistosoma haematobium;infectious diseases
Amikacin concentrations predictive of ototoxicity in multidrug-resistant tuberculosis patients;2-s2.0-84942935430;10.1128/AAC.01050-15;Article;2015;multidrug-resistant tuberculosis;infectious diseases
Amikacin concentrations predictive of ototoxicity in multidrug-resistant tuberculosis patients;2-s2.0-84942935430;10.1128/AAC.01050-15;Article;2015;pulmonary tuberculosis;infectious diseases
Comparison of Machine Learning Approaches for Prediction of Advanced Liver Fibrosis in Chronic Hepatitis C Patients;2-s2.0-85023752899;10.1109/TCBB.2017.2690848;Article;2018;chronic hepatitis;infectious diseases
Early esophageal adenocarcinoma detection using deep learning methods;2-s2.0-85060554576;10.1007/s11548-019-01914-4;Article;2019;adenocarcinoma;oncology
Early esophageal adenocarcinoma detection using deep learning methods;2-s2.0-85060554576;10.1007/s11548-019-01914-4;Article;2019;carcinoma;oncology
Classification of mice hepatic granuloma microscopic images based on a deep convolutional neural network;2-s2.0-85055199280;10.1016/j.asoc.2018.10.006;Article;2019;granuloma;dermatology
Classification of mice hepatic granuloma microscopic images based on a deep convolutional neural network;2-s2.0-85055199280;10.1016/j.asoc.2018.10.006;Article;2019;liver cirrhosis;hepatology
Classification of mice hepatic granuloma microscopic images based on a deep convolutional neural network;2-s2.0-85055199280;10.1016/j.asoc.2018.10.006;Article;2019;cirrhosis;hepatology
Machine learning application for prediction of locoregional recurrences in early oral tongue cancer: a Web-based prognostic tool;2-s2.0-85071073448;10.1007/s00428-019-02642-5;Article;2019;carcinoma;oncology
Machine learning application for prediction of locoregional recurrences in early oral tongue cancer: a Web-based prognostic tool;2-s2.0-85071073448;10.1007/s00428-019-02642-5;Article;2019;tongue cancer;oncology
Deep feature learning for soft tissue sarcoma classification in MR images via transfer learning;2-s2.0-85056853631;10.1016/j.eswa.2018.11.025;Article;2019;soft tissue sarcoma;Oncology
Deep feature learning for soft tissue sarcoma classification in MR images via transfer learning;2-s2.0-85056853631;10.1016/j.eswa.2018.11.025;Article;2019;Soft Tissue Sarcoma;Oncology
A review of intelligent systems for heart sound signal analysis;2-s2.0-85031709378;10.1080/03091902.2017.1382584;Review;2017;heart diseases;cardiology
A review of intelligent systems for heart sound signal analysis;2-s2.0-85031709378;10.1080/03091902.2017.1382584;Review;2017;heart disease;cardiology
Computer aided diagnosis for suspect keratoconus detection;2-s2.0-85064672556;10.1016/j.compbiomed.2019.04.024;Article;2019;keratoconus;optometry
Human genetic and metabolite variation reveals that methylthioadenosine is a prognostic biomarker and an inflammatory regulator in sepsis;2-s2.0-85029491871;10.1126/sciadv.1602096;Article;2017;sepsis;infectious diseases
Very deep feature extraction and fusion for arrhythmias detection;2-s2.0-85049583842;10.1007/s00521-018-3616-9;Article;2018;ventricular tachycardia;cardiology
Very deep feature extraction and fusion for arrhythmias detection;2-s2.0-85049583842;10.1007/s00521-018-3616-9;Article;2018;Arrhythmia;rhythmology
Very deep feature extraction and fusion for arrhythmias detection;2-s2.0-85049583842;10.1007/s00521-018-3616-9;Article;2018;arrhythmia;rhythmology
Very deep feature extraction and fusion for arrhythmias detection;2-s2.0-85049583842;10.1007/s00521-018-3616-9;Article;2018;atrial flutter;cardiology
Steroid Metabolome Analysis in Disorders of Adrenal Steroid Biosynthesis and Metabolism;2-s2.0-85075095491;10.1210/er.2018-00262;Review;2019;Renal Tumors;oncology
Steroid Metabolome Analysis in Disorders of Adrenal Steroid Biosynthesis and Metabolism;2-s2.0-85075095491;10.1210/er.2018-00262;Review;2019;renal tumor;oncology
Steroid Metabolome Analysis in Disorders of Adrenal Steroid Biosynthesis and Metabolism;2-s2.0-85075095491;10.1210/er.2018-00262;Review;2019;Renal Tumor;oncology
A survey on applying machine learning techniques for management of diseases;2-s2.0-85040589363;10.1016/j.jab.2018.01.002;Review;2018;heart diseases;cardiology
A survey on applying machine learning techniques for management of diseases;2-s2.0-85040589363;10.1016/j.jab.2018.01.002;Review;2018;heart disease;cardiology
Fine-tuning convolutional deep features for MRI based brain tumor classification;2-s2.0-85020283352;10.1117/12.2253982;Conference Paper;2017;brain tumor;neurosurgery
An artificial neural network stratifies the risks of reintervention and mortality after endovascular aneurysm repair: A retrospective observational study;2-s2.0-84941350866;10.1371/journal.pone.0129024;Article;2015;aneurysm;vascular surgery
A machine learning technique for MRI brain images;2-s2.0-84864848314;;Conference Paper;2012;brain tumor;neurosurgery
Exhaled human breath analysis in active pulmonary tuberculosis diagnostics by comprehensive gas chromatography-mass spectrometry and chemometric techniques;2-s2.0-85056281342;10.1088/1752-7163/aae80e;Article;2019;pulmonary tuberculosis;infectious diseases
A rapid triage test for active pulmonary tuberculosis in adult patients with persistent cough;2-s2.0-85074087224;10.1126/scitranslmed.aaw8287;Article;2019;pulmonary tuberculosis;infectious diseases
Improving Twin Support Vector Machine Based on Hybrid Swarm Optimizer for Heartbeat Classification;2-s2.0-85048733859;10.1134/S1054661818020037;Article;2018;cardiac disease;cardiology
Improving Twin Support Vector Machine Based on Hybrid Swarm Optimizer for Heartbeat Classification;2-s2.0-85048733859;10.1134/S1054661818020037;Article;2018;Arrhythmia;rhythmology
Improving Twin Support Vector Machine Based on Hybrid Swarm Optimizer for Heartbeat Classification;2-s2.0-85048733859;10.1134/S1054661818020037;Article;2018;arrhythmia;rhythmology
Sparse modeling reveals miRNA signatures for diagnostics of inflammatory bowel disease;2-s2.0-84948978330;10.1371/journal.pone.0140155;Article;2015;inflammatory bowel disease;gastroenterology
Sparse modeling reveals miRNA signatures for diagnostics of inflammatory bowel disease;2-s2.0-84948978330;10.1371/journal.pone.0140155;Article;2015;Chronic Obstructive Pulmonary Disease (COPD);pulmonology
Sparse modeling reveals miRNA signatures for diagnostics of inflammatory bowel disease;2-s2.0-84948978330;10.1371/journal.pone.0140155;Article;2015;chronic obstructive pulmonary disease;pulmonology
Classification and Prediction of atherosclerosis diseases using machine learning algorithms;2-s2.0-85068035816;10.1109/ICOA.2019.8727688;Conference Paper;2019;heart diseases;cardiology
Classification and Prediction of atherosclerosis diseases using machine learning algorithms;2-s2.0-85068035816;10.1109/ICOA.2019.8727688;Conference Paper;2019;heart disease;cardiology
An overview of thermal necrosis: present and future;2-s2.0-85070764628;10.1080/03007995.2019.1603671;Review;2019;fracture;osteology
Deep convolutional neural networks using U-Net for automatic brain tumor segmentation in multimodal MRI volumes;2-s2.0-85063487876;10.1007/978-3-030-11726-9_4;Conference Paper;2019;brain tumors;neurosurgery
Deep convolutional neural networks using U-Net for automatic brain tumor segmentation in multimodal MRI volumes;2-s2.0-85063487876;10.1007/978-3-030-11726-9_4;Conference Paper;2019;brain tumor;neurosurgery
Machine learning predicts accurately mycobacterium tuberculosis drug resistance from whole genome sequencing data;2-s2.0-85073143787;10.3389/fgene.2019.00922;Article;2019;multidrug-resistant tuberculosis;infectious diseases
Performance of machine learning approaches on prediction of esophageal varices for Egyptian chronic hepatitis C patients;2-s2.0-85075209594;10.1016/j.imu.2019.100267;Article;2019;liver cirrhosis;hepatology
Performance of machine learning approaches on prediction of esophageal varices for Egyptian chronic hepatitis C patients;2-s2.0-85075209594;10.1016/j.imu.2019.100267;Article;2019;cirrhosis;hepatology
Performance of machine learning approaches on prediction of esophageal varices for Egyptian chronic hepatitis C patients;2-s2.0-85075209594;10.1016/j.imu.2019.100267;Article;2019;varices;vascular surgery
Performance of machine learning approaches on prediction of esophageal varices for Egyptian chronic hepatitis C patients;2-s2.0-85075209594;10.1016/j.imu.2019.100267;Article;2019;chronic hepatitis;infectious diseases
Data mining and machine learning algorithms using IL28B genotype and biochemical markers best predicted advanced liver fibrosis in chronic hepatitis C;2-s2.0-85040951646;10.7883/yoken.JJID.2017.089;Article;2018;chronic hepatitis;infectious diseases
Real-time machine learning for early detection of heart disease using big data approach;2-s2.0-85067420251;10.1109/WITS.2019.8723839;Conference Paper;2019;heart disease;cardiology
Computer-aided diagnostic tool for early detection of prostate cancer;2-s2.0-85006736367;10.1109/ICIP.2016.7532843;Conference Paper;2016;Prostate Tumor;oncology
Evaluation of respiratory properties by means of fractional order models;2-s2.0-85013635455;10.1016/j.bspc.2017.02.006;Review;2017;Chronic Obstructive Pulmonary Disease (COPD);pulmonology
Evaluation of respiratory properties by means of fractional order models;2-s2.0-85013635455;10.1016/j.bspc.2017.02.006;Review;2017;chronic obstructive pulmonary disease;pulmonology
Accurate Prediction of Advanced Liver Fibrosis Using the Decision Tree Learning Algorithm in Chronic Hepatitis C Egyptian Patients;2-s2.0-84955512145;10.1155/2016/2636390;Article;2016;chronic hepatitis;infectious diseases
Breast Cancer Classification in Ultrasound Images using Transfer Learning;2-s2.0-85077787913;10.1109/ICABME47164.2019.8940291;Conference Paper;2019;breast tumor;dermatology
Machine Learning Approaches in Smart Health;2-s2.0-85074785000;10.1016/j.procs.2019.06.052;Conference Paper;2018;sepsis;infectious diseases
Using multiple classifiers for predicting the risk of endovascular aortic aneurysm repair re-intervention through hybrid feature selection;2-s2.0-85030761580;10.1177/0954411917731592;Article;2017;aneurysm;vascular surgery
DACH1: Its role as a classifier of long term good prognosis in luminal breast cancer;2-s2.0-84894251319;10.1371/journal.pone.0084428;Article;2014;metastasis;oncology
Machine learning in electrocardiogram diagnosis;2-s2.0-78649757623;10.1109/IMCSIT.2009.5352689;Conference Paper;2009;Arrhythmia;rhythmology
Machine learning in electrocardiogram diagnosis;2-s2.0-78649757623;10.1109/IMCSIT.2009.5352689;Conference Paper;2009;arrhythmia;rhythmology
Identification of Cardiovascular Diseases Using Machine Learning;2-s2.0-85077971728;10.1109/CMT.2019.8931411;Conference Paper;2019;heart diseases;cardiology
Identification of Cardiovascular Diseases Using Machine Learning;2-s2.0-85077971728;10.1109/CMT.2019.8931411;Conference Paper;2019;heart disease;cardiology
3D segmentation of nasopharyngeal carcinoma from CT images using cascade deep learning;2-s2.0-85070536828;10.1016/j.compmedimag.2019.101644;Article;2019;carcinoma;oncology
Ethionamide Pharmacokinetics/Pharmacodynamics-derived Dose, the Role of MICs in Clinical Outcome, and the Resistance Arrow of Time in Multidrug-resistant Tuberculosis;2-s2.0-85057557360;10.1093/cid/ciy609;Article;2018;MDR-TB;infectious diseases
Ethionamide Pharmacokinetics/Pharmacodynamics-derived Dose, the Role of MICs in Clinical Outcome, and the Resistance Arrow of Time in Multidrug-resistant Tuberculosis;2-s2.0-85057557360;10.1093/cid/ciy609;Article;2018;multidrug-resistant tuberculosis;infectious diseases
Ethionamide Pharmacokinetics/Pharmacodynamics-derived Dose, the Role of MICs in Clinical Outcome, and the Resistance Arrow of Time in Multidrug-resistant Tuberculosis;2-s2.0-85057557360;10.1093/cid/ciy609;Article;2018;pulmonary tuberculosis;infectious diseases
Hybrid gray wolf optimizerâ€“artificial neural network classification approach for magnetic resonance brain images;2-s2.0-85042658991;10.1364/AO.57.000B25;Article;2018;brain tumor;neurosurgery
Reality mining and predictive analytics for building smart applications;2-s2.0-85069431816;10.1186/s40537-019-0227-y;Article;2019;miscarriage;obstetrics
Gatifloxacin Pharmacokinetics/Pharmacodynamics-based Optimal Dosing for Pulmonary and Meningeal Multidrug-resistant Tuberculosis;2-s2.0-85057539611;10.1093/cid/ciy618;Article;2018;MDR-TB;infectious diseases
Gatifloxacin Pharmacokinetics/Pharmacodynamics-based Optimal Dosing for Pulmonary and Meningeal Multidrug-resistant Tuberculosis;2-s2.0-85057539611;10.1093/cid/ciy618;Article;2018;multidrug-resistant tuberculosis;infectious diseases
Gatifloxacin Pharmacokinetics/Pharmacodynamics-based Optimal Dosing for Pulmonary and Meningeal Multidrug-resistant Tuberculosis;2-s2.0-85057539611;10.1093/cid/ciy618;Article;2018;pulmonary tuberculosis;infectious diseases
Cuckoo inspired algorithms for feature selection in heart disease prediction;2-s2.0-85058123236;10.26555/ijain.v4i2.245;Article;2018;heart disease;cardiology
A new non-invasive approach for early classification of renal rejection types using diffusion-weighted MRI;2-s2.0-85006741916;10.1109/ICIP.2016.7532334;Conference Paper;2016;acute tubular necrosis;nephrology
Improving preterm newborn identification in low-resource settings with machine learning;2-s2.0-85062195404;10.1371/journal.pone.0198919;Article;2019;preterm birth;pediatrics
Improving preterm newborn identification in low-resource settings with machine learning;2-s2.0-85062195404;10.1371/journal.pone.0198919;Article;2019;hypertension;family medicine
A fuzzy classification model for myocardial infarction risk assessment;2-s2.0-85036582758;10.1007/s10489-017-1102-1;Article;2018;heart diseases;cardiology
A fuzzy classification model for myocardial infarction risk assessment;2-s2.0-85036582758;10.1007/s10489-017-1102-1;Article;2018;heart disease;cardiology
A new NMF-autoencoder based CAD system for early diagnosis of prostate cancer;2-s2.0-84978427455;10.1109/ISBI.2016.7493490;Conference Paper;2016;Prostate Tumor;oncology
Automated breast tumor diagnosis using local binary patterns (LBP) based on deep learning classification;2-s2.0-85067030410;10.1109/ICCISci.2019.8716428;Conference Paper;2019;breast tumor;dermatology
Framework of Computer Aided Diagnosis Systems for Cancer Classification Based on Medical Images;2-s2.0-85049881387;10.1007/s10916-018-1010-x;Article;2018;lymphoblastic leukemia;oncology
Gelatinized-core liposomes: Toward a more robust carrier for hydrophilic molecules;2-s2.0-85028379201;10.1002/jbm.a.36175;Article;2017;vesicle;emergency medicine
Plasma levels of C-reactive protein, matrix metalloproteinase-7 and lipopolysaccharide-binding protein distinguish active pulmonary or extrapulmonary tuberculosis from uninfected controls in children;2-s2.0-85068497945;10.1016/j.cyto.2019.154773;Article;2019;Pulmonary TB;infectious diseases
Plasma levels of C-reactive protein, matrix metalloproteinase-7 and lipopolysaccharide-binding protein distinguish active pulmonary or extrapulmonary tuberculosis from uninfected controls in children;2-s2.0-85068497945;10.1016/j.cyto.2019.154773;Article;2019;pulmonary tuberculosis;infectious diseases
DeepAMR for predicting co-occurrent resistance of Mycobacterium tuberculosis;2-s2.0-85072333478;10.1093/bioinformatics/btz067;Article;2019;MDR-TB;infectious diseases
Prediction of diabetic foot ulceration using spatial and temporal dynamic plantar pressure;2-s2.0-85015307998;10.1109/CIBEC.2016.7836116;Conference Paper;2017;diabetic foot;dermatology
Accurate prediction of response to Interferon-based therapy in Egyptian patients with Chronic Hepatitis C using machine-learning approaches;2-s2.0-84876036172;10.1109/ASONAM.2012.140;Conference Paper;2012;chronic hepatitis;infectious diseases
Survey of brain tumor segmentation techniques on magnetic resonance imaging;2-s2.0-85067431904;10.5101/nbe.v11i2.p178-19;Review;2019;brain tumor;neurosurgery
Artificial intelligence-derived 3-Way Concentration-dependent Antagonism of Gatifloxacin, Pyrazinamide, and Rifampicin during Treatment of Pulmonary Tuberculosis;2-s2.0-85057532265;10.1093/cid/ciy610;Article;2018;pulmonary tuberculosis;infectious diseases
Machine learning based computer-aided diagnosis of liver tumours;2-s2.0-85040594931;10.1109/ICCI-CC.2017.8109742;Conference Paper;2017;carcinoma;oncology
Real-time Miscarriage Prediction with SPARK;2-s2.0-85033486820;10.1016/j.procs.2017.08.272;Conference Paper;2017;miscarriage;obstetrics
Looking back and thinking forwards â€” 15 years of cardiology and cardiovascular research;2-s2.0-85073443144;10.1038/s41569-019-0261-7;Review;2019;Arrhythmia;rhythmology
Looking back and thinking forwards â€” 15 years of cardiology and cardiovascular research;2-s2.0-85073443144;10.1038/s41569-019-0261-7;Review;2019;arrhythmia;rhythmology
Looking back and thinking forwards â€” 15 years of cardiology and cardiovascular research;2-s2.0-85073443144;10.1038/s41569-019-0261-7;Review;2019;arterial hypertension;family medicine
Looking back and thinking forwards â€” 15 years of cardiology and cardiovascular research;2-s2.0-85073443144;10.1038/s41569-019-0261-7;Review;2019;hypertension;family medicine
A Deep Convolutional Encoder-Decoder Architecture for Retinal Blood Vessels Segmentation;2-s2.0-85068998039;10.1007/978-3-030-24308-1_15;Conference Paper;2019;hypertension;family medicine
Development and validation of a simplified algorithm for neonatal gestational age assessment - protocol for the Alliance for Maternal Newborn Health Improvement (AMANHI) prospective cohort study;2-s2.0-85039038993;10.7189/jogh.07.021201;Article;2017;preterm birth;pediatrics
Feature selection and extraction for class prediction in dysphonia measures analysis:A case study on Parkinson's disease speech rehabilitation;2-s2.0-85027531779;10.3233/THC-170824;Article;2017;dysarthria;neurology
MRI brain tumor segmentation system based on hybrid clustering techniques;2-s2.0-84916238212;10.1007/978-3-319-13461-1_38;Conference Paper;2014;brain tumor;neurosurgery
A review on Deep Learning in thyroid ultrasound Computer-Assisted Diagnosis systems;2-s2.0-85066324742;10.1109/IPAS.2018.8708866;Conference Paper;2018;thyroid nodule;endocrinology
A review on Deep Learning in thyroid ultrasound Computer-Assisted Diagnosis systems;2-s2.0-85066324742;10.1109/IPAS.2018.8708866;Conference Paper;2018;Thyroid nodule;endocrinology
Bayesian network and structured random forest cooperative deep learning for automatic multi-label brain tumor segmentation;2-s2.0-85046666589;10.5220/0006629901830190;Conference Paper;2018;brain tumor;neurosurgery
